Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
Maggie Flanigan Studio,Active Life,"Each faculty member possesses the clarity in teaching that the Meisner work demands and that Maggie inspires. All the teachers have a solid sense of truth and a passion for training actors. Because acting is hard enough as it is; we believe it is vital to provide students with faculty who can clarify all the fundamental issues of acting.  Led by Maggie's insight and commitment to hands-on, integrated training, all our teachers speak the same language and confer frequently about the progress of each student.

Your talent is important but it is not enough. The best artists in any medium have solid techniques that become second nature and serve as a bedrock for their talent. In this regard the Maggie Flanigan Studio has one of the highest reputations in the business for producing well- trained, professional actors who can craft a part. These actors also have a strong work ethic, an inviolate sense of truth and a passion for the art of acting.",maggieflaniganstudio.com,(917) 789-1599,"153 W 27th St Ste 803 New York, NY 10001 ","https://s3-media4.fl.yelpcdn.com/bphoto/U_3BnaOWLGYuXLcB68x23g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/AgljED3vVbrrTMCM0Jy7kw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/yAgsA8BAhlDzjHVCCkI_4A/o.jpg,","Specialty Schools,",New York,10001
Rudin Chiropractic,Active Life,"At Rudin Chiropractic, Dr. Merrill Rudin will provide you with highly personalized, hands on care in a warm and supportive environment. She has over 18 years experience. Dr. Rudin specializes in most stress related conditions, and has experience working with children, prenatal care, and the elderly. She encourages preventative care but works with a wide variety of conditons, ranging from headaches, back pain, asthma, sciatica, numbness,acute and or chronic pain

Dr. Merrill Rudin is a gentle, warmhearted, intuitive,skilled and compassionate chiropractor. She utilizes a wide variety of techniques-both traditional and light force. The office is a hidden oasis
with a wonderful garden which creates a serene and healing environment. Patients benefit from her healthy  lifestyle advice and insight.",rudinchiropractic.com,(212) 755-8732,"211 E 60th St Ste A3 New York, NY 10022 ","https://s3-media3.fl.yelpcdn.com/bphoto/xpAbdTS2gA4d7N3G2A6Y1w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/3LxRxGFtnsR6TATlFqhYNQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/m0779XyHjK7ATx-MewQC2g/o.jpg,","Chiropractors,",New York,10022
"BKLYNCardio: Matthew Jones, MD",Active Life,"Interventional cardiologist Matthew Jones, MD, leads the experienced team at BKLYNCardio in Brooklyn, New York. Dr. Jones was born and raised in Brooklyn, and is passionate about the cardiovascular needs of the community. He's an advocate of the benefits of regular physical activity and healthy dietary habits, and he uses his cardiovascular expertise to help each patient achieve optimal health.
Dr. Jones graduated from Morehouse School of Medicine. He completed his residency at New York-Presbyterian Columbia University Medical Center and his cardiology fellowship at the University of Pittsburgh Medical Center. Dr. Jones also completed an interventional cardiology fellowship at Mount Sinai Medical Center.
BKLYNCardio is the leading medical practice in Brooklyn for cardiovascular health. Patients turn to Dr. Jones and his team for heart and vascular disease prevention, diagnosis, and treatment in order to maintain the highest quality of life possible.
Dr. Jones stays ahead of the curve in bringing patients holistic, top-quality care, empowering them to optimize their health naturally in order to avoid invasive surgery and medication whenever possible. For added convenience and cost savings, Dr. Jones offers patients remote telehealth management.
The team at BKLYNCardio is proud to offer care that's comprehensive, caring, innovative, and patient-centered. Dr...",bklyncardio.com,(718) 225-4193,"481 Atlantic Ave Brooklyn, NY 11217 ","https://s3-media3.fl.yelpcdn.com/bphoto/0mURj5WWPIANY7HtYklqTw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Tm_OYDsWSf0wSpB6zjAksA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/TInmTRkAwiMvdSffujIKgw/o.jpg,","Cardiologists,",Brooklyn,11217
Amsterdam Billiards & Bar,Active Life,"Amsterdam Billiards and Bar is New York's original upscale billiard club. Amsterdam Billiards offers a fun, relaxed environment where pool players and non-players alike can enjoy a fun night out on the town, in the #1 rated billiard club in America! We provide private party spaces, full-service bars, 2 cocktail lounges, 17 flat-screen TVs, 25 Brunswick pool tables, ping pong tables, darts, foosball, pinball, and beer pong.

Located in the heart of Union Square and founded in 1989 by comedian David Brenner &amp; brothers Greg and Ethan Hunt, Amsterdam Billiards features oriental rugs, original oil paintings and an extensive wine list. Whether you are looking to plan a corporate event or just looking for a night on the town, Amsterdam Billiards is Downtown's most exciting new night-spot. Amsterdam Billiards hosts literally hundreds of private parties every year. Amsterdam Billiards also offers the best entertainment value in NYC.",amsterdambilliards.com,(212) 995-0333,"110 E 11th St New York, NY 10003 ","https://s3-media4.fl.yelpcdn.com/bphoto/Tn60PHhEpntaADPMvhTq0g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/CkBJFb08nHcTqt3zQWNasw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Ja35zS0tKzrX0BU_NVf1EA/o.jpg,","Pool Halls,Venues & Event Spaces,Cocktail Bars,",New York,10003
Jetaway Guru,Active Life,,jetawayguru.com,(914) 489-2856,"150 E 2nd St New York, NY 10009 ","https://s3-media2.fl.yelpcdn.com/bphoto/c8mjdDSQdimcpL-Kk2KXXw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/7XUrEF92OnjqNKXFY6FL9A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/5EtGHe9fleLir5QnAvJdnA/o.jpg,","Travel Services,",New York,10009
United Nations Headquarters,Active Life,"Visit the United Nations, an international territory in the heart of New York City! The UN Visitors Centre is open to all with art and exhibits. You can take a one-hour guided tour, learn about the history and work of the UN, and visit the famous General Assembly Hall and Security Council Chambers (meetings permitting).   
 
All visitors 18 years and older require Government issued photo ID. For information on bookings and the latest updates, please visit our website: un.org/visit",un.org/visit,(212) 963-8687,"801 First Ave New York, NY 10017 ","https://s3-media3.fl.yelpcdn.com/bphoto/IqU4SKvAUnyKcpxe_s9pag/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/wY1RQQF5mFJqehn6JZZ4xA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/lsAjB7z3fSzktsCgApUXuA/o.jpg,","Landmarks & Historical Buildings,",New York,10017
The Possibility Practice,Active Life,"The Possibility Practice is a way to help you with whatever is bothering you, and develop the tools to create your life. How? By creating a conversation with a caring and skilled therapist, with whom you can discover and develop new ways of thinking, seeing and being, that allow you to feel and get better, and transform your emotional pain and struggle into something new, full of possibility. 

We provide short-term therapy with individuals and couples, ongoing group therapy, and executive coaching.

We see individuals on a short-term basis. For people who want to continue, we offer group therapy. So many of us are accustomed to developing physically by working out in a gym.  What if you could do the same for your emotional well-being? Group therapy at The Possibility Practice is an activity that enables people to develop their emotional muscles, and ability to create their lives.

Group therapy is the gem of The Possibility Practice. Groups -- whether two people or twenty-five -- make growth possible. The interplay between and among people creates exponential possibilities for who you can become. Group therapy at The Possibility Practice is a challenging, creative activity that enables you to learn about, and develop who you are -- in relation to others.

Use The Possibility Practice to create something new with all that you have: anxiety, depression, or anger, a painful relationship, health problems or the death of a loved one, or just wanting to develop and grow.",thepossibilitypractice.com,(212) 924-2726,"303 5th Ave Ste 1809 Manhattan, NY 10016 ","https://s3-media4.fl.yelpcdn.com/bphoto/1v0-dmG4Gk33nxTLkba9AA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/jHJIUWBIPx7eQBSC2qUuwQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/82LLmVqkBEyeBaerMofw2g/o.jpg,","Counseling & Mental Health,",Manhattan,10016
"Richmond Physical Therapy, P.C.",Active Life,"Richmond Physical Therapy is the premier Staten Island, NY physical therapy clinic, specializing in orthopedic physical therapy and sports therapy conditions. When you need to get back in the game of life, we can help you restore your normal pain-free motion, so you can become active again. Our specialties range from back pain relief, to neck pain relief, sciatica pain relief, shoulder pain relief, hip and knee pain relief, elbow wrist and hand pain relief, foot and ankle pain relief, dizziness and vertigo relief, arthritis pain relief, Bell's Palsy relief, carpal tunnel pain relief, fibromyalgia relief, lymphedema relief, motor vehicle accident injuries, neurological disorders, and pre and post-surgical rehab.",richmondpts.com,(646) 820-5669,"1785 Forest Ave Staten Island, NY 10303 ","https://s3-media3.fl.yelpcdn.com/bphoto/IFEMUcz_RFNeGhPWoMn7hw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/KNOzoWAlEGrjAVmE4exDNQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/EeOCH3x1z2nD368Q51-Qzg/o.jpg,","Physical Therapy,",Staten Island,10303
Tommy's New York,Active Life,"Tommy's New York is an operator of exclusive, one of a kind experiences and walking tours in New York City.  Our Catacombs by Candlelight Tour at the Basilica of St. Patrick's Old Cathedral has been recognized as one of New York City's newest high profile historic attraction.  Please visit our website for more info on all of the things you can do for a most memorable Big Apple visit.  www.takeawalk.com",takeawalk.com,(212) 300-7683,"25 Broadway 9th Fl New York, NY 10004 ","https://s3-media2.fl.yelpcdn.com/bphoto/soJwcr71EUC04y3VD1Q_vQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/09ebvZycC9isi47MSWzGhg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/XpTh__gecdH9yO_kB3AoFA/o.jpg,","Walking Tours,",New York,10004
Spear Physical Therapy - Madison Ave,Active Life,,spearcenter.com,(212) 759-2282,"635 Madison Ave Ste 1010 Manhattan, NY 10022 ","https://s3-media2.fl.yelpcdn.com/bphoto/_cZSXrgw7_9knE76St4b1w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/TVbbM5G238y42Lx7B-A26w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/RXgOiTAbjlWRYf0GLgJY-Q/o.jpg,","Physical Therapy,Occupational Therapy,Pain Management,",Manhattan,10022
Essential Acupuncture & Wellness,Active Life,"Essential Acupuncture and Wellness offers medical treatments focused not only on alleviating symptoms, but also on balancing the entire system and mind-body connection.  The improved energy and biochemical balance produced by acupuncture results in stimulating the body's natural healing abilities, and in promoting physical and emotional well-being with lasting results. This is done by inserting needles at very precise acupuncture points which stimulate the nervous system as well as the body's internal regulating system.

Using Acupuncture and Traditional Chinese Medicine (TCM), I create cooperative partnerships with my patients in their process of self-healing and work to improve their quality of life through effective health care in an understanding and caring environment.  

Call Today For A Free Consultation 917.576.9198!",,(917) 576-9198,"409 Fulton St Brooklyn, NY 11201 ","https://s3-media1.fl.yelpcdn.com/bphoto/mKjiTczJonXHNR5V7MMVxQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/mPxnIxkbxV4miT9l6KmaDg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/7HuDiEM8PNigUcMfv6JvLg/o.jpg,","Acupuncture,Traditional Chinese Medicine,Massage Therapy,",Brooklyn,11201
Rebecca Gordon Astrology,Active Life,"Astrology Readings, My Path Astrology School, Author, Astrology Columnist for Harper's Bazaar",rebeccagordonastrology.com,(917) 365-0862,"New York, NY 10012 ","https://s3-media3.fl.yelpcdn.com/bphoto/XDSjvI8t--dfU4rw_b3bcw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/RFMAoRxCeKH6afj8WTsToQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/0G8z4ECoCkfz-kypAe-gXA/o.jpg,","Astrologers,",New York,10012
Bryant Park Wellness,Active Life,"Jeffrey Linder is a Doctor of Chiropractic at Bryant Park Wellness in Midtown, New York City. Dr. Linder offers chiropractic care for back pain and neck pain, fascial manipulation, weight loss help, and sports fascial movement techniques to reduce the occurrence and severity of sports-related injuries. Dr. Linder founded Bryant Park Wellness in 1996 with the goal of helping New York City patients recover from injury and reach optimal health in an all natural way.
Dr. Linder graduated from the Life College of Chiropractic in Atlanta, Georgia, where he was the valedictorian of his class. He then served as the chief chiropractor of the New York Eye and Ear Facial Pain Clinic.
Dr. Linder has trained in advanced sports medicine techniques including Graston Technique, the Fascial Manipulation Technique, the Functional Movement Screen, and Rocktape Kinesiology tape. When these techniques are combined with chiropractic care, patients can achieve their most effective recovery.
Dr. Linder was also a preferred chiropractor for the Leukemia and Lymphoma Society's Team in Training. He currently serves as team provider for the New York Road Runners team. Dr. Linder often lectures and does presentations on topics including preventive chiropractic care, sports injuries, and nutrition.
Dr. Linder is also a trained certified coach of the Ideal Protein Weight Loss Program, a globally recognized weight loss protocol of over 25 years standing.
Arrange an appointment with Dr...",bryantparkwellness.com,(212) 768-4078,"358 5th Ave Ste 1203 New York, NY 10001 ","https://s3-media3.fl.yelpcdn.com/bphoto/gOb4gz7uuqcYJ4NabmNUBg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/OHeTSrhgNbbsKTLpW8G8SA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/GwZFKmmReYLNn4zSqheAdQ/o.jpg,","Chiropractors,Sports Medicine,Pain Management,",New York,10001
Energize Physical Therapy,Active Life,Energize Physical Therapy is a private practice clinic that offers outpatient and community house-call physical therapy services to individuals within the neighborhood. We pride ourselves in providing the best one-on-one care than any other average physical therapy place out there. All our therapists are highly trained and we used evidence-based approach to help you recover as quickly as possible.,energizept.net,(347) 220-8195,"52-05 Van Loon St Elmhurst, NY 11373 ","https://s3-media2.fl.yelpcdn.com/bphoto/jyR5RdbSXskBrT3uCvfpNQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/d-A0k_bfm4ifsch-Su7New/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Slv1E2W-3tTV_yBSGlxCRg/o.jpg,","Physical Therapy,",Elmhurst,11373
Steven Sheskier,Active Life,"Fellowship trained orthopedic surgeon specializing in diagnosis and treatment of foot, ankle and knee problems. Fracture care, achilles tendon injuries , ankle arthritis/replacement,ligament reconstruction and arthroscopy.  Staff and doctor speak Spanish.",nyufootankle.com,(212) 604-1366,"95 University Pl Fl 8 NYU Medical Center New York, NY 10003 ","https://s3-media1.fl.yelpcdn.com/bphoto/AUBaVXmULM9btxA0tVRHhQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/V-qnJtRv2YqhUcwM38KWNA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/5RapJzggqWTm4oqXQTE3cw/o.jpg,","Surgeons,Orthopedists,",New York,10003
McMahon Chiropractic,Active Life,"McMahon Chiropractic Care in New York - the drugless healing art. Get relief naturally from lower back pain, neck pain, sciatica, bulging or herniated discs, scoliosis and headache.",mcmahonchiropractic.com,(212) 243-6384,"231 W 21st St Lower Level New York, NY 10011 ","https://s3-media2.fl.yelpcdn.com/bphoto/tBVa4jE3sDiL5bh98IZ_YQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/IwZUt-HpoUhnXGy4NI_n1Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/s8jmF0n_oJp1iAZuffn-Hw/o.jpg,","Chiropractors,",New York,10011
